id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_solicitado,taxa_juros,possibilidade_inadimplencia,percentual_renda,tempo_historico_solicitacoes,adimplente
kg2e2fm2-sbhq,32,95000,Hipotecada,2,Pessoal,A,5000,7.51,0,0.05,10,N
0irxjt98-iyb8,24,50000,Alugado,3,Médico,C,3000,NULL,1,0.06,2,N
eyu7expz-on4d,22,39000,Alugado,1,"Reforma residencial",D,5600,14.96,1,0.14,4,N
o0tnvud4-vup5,26,95000,Hipotecada,10,Empreendimento,C,15000,15.96,0,0.16,2,S
1rve5ejr-qjjv,24,29000,Alugado,1,Médico,B,4000,9.96,1,0.14,3,N
l9o4chqg-49mt,27,31200,Alugado,0,Médico,A,6000,9.63,0,0.19,8,N
tenyex9p-fkf9,31,45000,Hipotecada,15,"Reforma residencial",C,15000,13.06,0,0.33,5,S
cjyargu2-56uu,33,68736,Alugado,8,"Reforma residencial",D,1200,16.29,0,0.02,9,N
ilfjhwkj-dlfn,23,15000,Hipotecada,0,Pessoal,C,3600,13.47,1,0.24,4,N
yynf7tpk-e06y,22,21600,Hipotecada,6,Empreendimento,C,1400,NULL,0,0.06,2,N
fxf94ulm-j04p,33,36000,Alugado,10,Médico,A,12325,6.54,1,0.34,10,N
yuzibyrc-wgf9,26,54080,Própria,10,Educação,A,5000,7.51,0,0.09,3,N
iec7axfc-rcyf,21,41000,Alugado,4,"Pegamento de dívidas",B,8000,9.91,1,0.2,4,N
z1lwgz5s-at2h,27,90000,Própria,1,Empreendimento,A,7500,7.51,0,0.08,10,N
wqma1eco-hdtv,32,57000,Hipotecada,11,Médico,C,9000,13.35,0,0.16,5,S
iqnkleof-7ln7,29,28800,Alugado,1,Empreendimento,C,4000,13.92,1,0.14,10,N
fztej719-zbgj,23,26400,Alugado,NULL,Pessoal,A,4800,NULL,0,0.18,4,N
jqmmpccn-zhug,26,95000,Hipotecada,1,Empreendimento,B,15000,10.37,0,0.16,4,N
berebwco-uc00,26,59000,Alugado,2,Pessoal,B,8500,11.83,0,0.14,4,N
zjieme5o-aaix,29,46296,Alugado,14,Educação,D,8800,14.42,0,0.19,7,N
dxwltcfe-tqxz,23,120000,Hipotecada,NULL,Empreendimento,,NULL,9.25,0,0.09,4,N
pkoudelv-z8wr,24,90000,Alugado,8,"Reforma residencial",B,10000,NULL,0,0.11,2,N
i3tw7jli-fcsk,33,410000,Hipotecada,3,"Reforma residencial",B,35000,10.37,0,0.09,5,N
nimtqhij-qcri,30,31000,Hipotecada,3,Empreendimento,D,12000,14.42,1,0.39,9,N
fi16rofz-imjy,32,45000,Alugado,0,Médico,A,8000,NULL,0,0.18,5,N
vhasl6b9-eafr,21,20400,Própria,5,Médico,B,2400,11.49,0,0.12,4,N
2jfenahm-bn7v,32,30000,Alugado,7,Educação,B,3000,12.42,0,0.1,8,N
9wuqifsd-gkax,25,54000,Hipotecada,NULL,"Pegamento de dívidas",D,10000,16.89,1,0.19,2,S
msneyluq-1neg,32,70000,Hipotecada,7,Pessoal,A,6000,5.42,0,0.09,6,N
lq8voje7-ufom,39,30000,Alugado,6,"Pegamento de dívidas",D,9000,16.89,1,0.3,16,N
mbrjzuq2-sbii,22,37900,Alugado,2,Médico,B,5000,12.18,1,0.13,2,N
s0wf93z5-suzn,36,36000,Alugado,3,Educação,B,2500,9.76,0,0.07,15,N
trh2y9li-kecw,27,40000,Hipotecada,7,"Reforma residencial",B,14675,12.69,0,0.37,10,N
x15xz5rk-njjx,22,33000,Alugado,2,Educação,B,7500,NULL,0,0.23,4,N
wwlkolig-5zob,27,75000,Alugado,6,"Reforma residencial",B,12000,10.99,0,0.16,10,N
kx2n4afr-tvyb,40,45000,Hipotecada,5,"Reforma residencial",A,3600,6.62,0,0.08,13,N
zxkmngyy-gojp,22,58200,Hipotecada,1,Educação,C,10000,12.53,0,0.17,2,N
czk6nx7p-360u,27,150000,Alugado,1,Educação,B,25000,11.36,0,0.17,6,N
eufowpbu-ltzx,22,50004,Hipotecada,4,"Pegamento de dívidas",A,6250,NULL,0,0.12,4,N
qxprqbnt-apig,26,60000,Hipotecada,10,"Pegamento de dívidas",A,6000,8.94,0,0.1,4,N
r6n9z3qi-gqsw,26,80690,Alugado,8,Pessoal,A,30000,7.49,1,0.37,3,N
61nsypxb-2wfu,24,40000,Alugado,0,Médico,A,15000,7.88,1,0.38,4,N
rxtmwaky-02y5,32,95000,Alugado,1,"Pegamento de dívidas",B,19200,11.89,0,0.2,9,N
hwiimexv-sux2,31,54000,Hipotecada,NULL,Empreendimento,A,6000,7.66,0,0.11,6,N
zzzopk4s-mgm9,21,27600,Própria,3,Educação,C,1000,15.27,0,0.04,3,S
bxxswptx-ab9h,22,45000,Alugado,7,Educação,C,6200,13.79,0,0.14,3,N
eroanzb1-fbib,29,32400,Alugado,5,Empreendimento,A,10275,6.62,1,0.32,8,N
pkaammnw-qcef,22,60000,Alugado,1,Pessoal,C,7000,14.65,0,0.12,2,N
oirmfrph-flyj,31,116400,Alugado,3,Pessoal,B,8900,10,0,0.08,5,N
lymouclu-adfs,24,42000,Alugado,0,Empreendimento,A,12000,7.66,0,0.29,4,N
9toskcdc-nrp5,37,48000,Alugado,3,Médico,D,7500,16.29,0,0.16,14,N
b6nzk83t-pw3y,23,34560,Alugado,5,"Pegamento de dívidas",D,9600,16.02,1,0.28,3,S
1dm8xrar-ksxx,27,85000,Hipotecada,11,Educação,A,12000,6.62,0,0.14,10,N
znbkym6m-p6ji,24,27600,Própria,8,Pessoal,A,7000,7.9,0,0.25,2,N
3vpsxyu8-rx7m,26,31000,Alugado,4,Educação,D,5000,14.96,0,0.16,3,S
p1uc7gup-1zrm,23,60000,Hipotecada,1,Pessoal,B,9900,9.76,0,0.17,3,N
qzrr9alv-54kl,27,85000,Hipotecada,7,Educação,C,10400,13.16,0,0.12,6,S
irwsfwzu-hy1y,27,18000,Própria,4,Educação,A,5000,7.9,1,0.28,9,N
vgzjrcnf-gztb,22,57996,Hipotecada,4,Empreendimento,A,21250,6.91,0,0.37,4,N
ekplphox-k4pk,22,74476,Hipotecada,6,Educação,A,5000,8.49,1,0.07,2,N
rider6j6-w4xt,26,32000,Alugado,2,Médico,C,6500,14.22,0,0.2,2,S
hrxttocm-d9sp,39,97000,Alugado,15,"Pegamento de dívidas",B,3000,9.25,0,0.03,13,N
qjqdfxf2-jrix,29,250000,Hipotecada,5,Pessoal,A,10000,7.49,0,0.04,10,N
8bzezxil-rp42,37,53000,Alugado,3,Médico,C,15600,NULL,0,0.29,15,N
me6tcgo5-eeee,24,30000,Hipotecada,8,"Pegamento de dívidas",B,17000,11.99,1,0.57,3,N
u2bqrc23-lm4e,32,50000,Alugado,1,Médico,B,14800,10.83,0,0.3,5,N
obmu3crz-e9sx,22,110500,Hipotecada,1,Médico,B,12250,11.26,0,0.11,4,N
682nblnr-n0eo,22,25000,Alugado,6,Educação,B,8000,11.36,1,0.32,2,N
p1jjk2ss-k22j,29,74000,Alugado,2,"Reforma residencial",A,6000,5.42,0,0.08,10,N
q1i3z0bk-mzrp,21,10000,Alugado,0,Pessoal,D,5000,12.17,1,0.5,2,S
hg0ndryo-kviy,28,86000,Alugado,13,Médico,A,8000,5.99,0,0.09,10,N
56nhmyat-wk5p,26,21000,Alugado,0,Empreendimento,A,4800,7.75,0,0.23,4,N
wzybiwrd-6bhg,23,65000,Alugado,2,Empreendimento,A,5000,5.42,0,0.08,2,N
owh0kmce-fufg,26,59000,Hipotecada,9,Pessoal,A,6000,7.51,0,0.1,4,N
li8luefk-4ghe,22,65000,Alugado,6,Pessoal,,NULL,12.61,0,0.23,2,S
ispsk8sg-flks,43,35300,Hipotecada,NULL,NULL,B,20000,14.61,1,0.43,13,S
2lthxcaz-v38v,51,76960,Hipotecada,0,Pessoal,B,15000,9.99,0,0.19,20,N
vjczxyuf-yjyd,23,44000,Alugado,6,"Reforma residencial",D,5000,16.77,1,0.11,2,N
541jvwpw-eham,34,25000,Hipotecada,NULL,"Pegamento de dívidas",B,9000,13.61,0,NULL,2,N
9xpfstzi-1ep5,24,79400,Hipotecada,8,"Reforma residencial",B,12000,9.88,0,0.15,4,N
hnzld7oc-ttwd,25,105000,Hipotecada,6,Pessoal,D,NULL,7.68,0,0.16,4,NULL
dlijnrqf-wsni,22,51600,Hipotecada,2,Empreendimento,C,7000,12.98,0,0.14,2,S
n6xmmxjv-cf4h,31,48000,Hipotecada,8,"Pegamento de dívidas",A,14400,7.29,0,0.3,5,N
pgrga5f9-urrk,27,78000,Alugado,4,Pessoal,B,24000,10.99,1,0.31,10,N
w9cs9ujq-g8l1,24,50000,Hipotecada,7,Pessoal,D,9000,NULL,0,0.18,3,S
a4rq4x3t-mjib,27,66300,Hipotecada,11,Médico,D,21000,15.62,1,0.27,10,S
omq6t51x-tb71,24,20004,Alugado,3,Empreendimento,C,3000,NULL,0,0.15,4,N
xhdijpab-6gdi,28,63000,Alugado,4,Médico,B,25000,11.36,1,0.4,8,N
asuimtue-3fpt,27,51996,Própria,8,Educação,D,9600,14.09,0,0.18,10,N
nxzucghx-pdht,24,52000,Alugado,2,"Pegamento de dívidas",B,10000,9.91,0,0.19,2,N
gml2unpc-bgmj,21,39760,Alugado,0,Pessoal,D,12000,16.07,1,0.3,2,S
z0xjdb4p-lion,27,72000,Alugado,4,"Pegamento de dívidas",C,6000,15.96,0,0.08,10,N
hnj6hsi3-fke7,26,130000,Hipotecada,10,Médico,B,4000,10.99,0,0.03,3,N
btfxs3so-csef,23,26000,Hipotecada,2,Empreendimento,E,7000,14.93,0,0.27,4,S
mhusfe6e-ntrc,27,38300,Hipotecada,2,Pessoal,B,6000,10.99,1,0.16,10,N
oyoxlkta-e1qs,27,38400,Alugado,5,Médico,C,10000,15.23,0,0.26,7,S
ifkutfzu-5njc,27,40000,Hipotecada,7,Empreendimento,A,13000,7.88,0,0.33,7,N
av0it3il-s1hh,37,91800,Hipotecada,21,Médico,D,20000,14.84,1,0.19,12,S
hlecah6n-kmgy,22,NULL,Alugado,4,Médico,A,3775,NULL,0,0.17,6,N
k40dq66q-eexz,30,36000,Hipotecada,2,Empreendimento,A,3000,6.39,0,0.08,10,N
zk4i9dxz-ygfe,24,29000,Alugado,5,Médico,C,6000,15.27,0,0.21,2,N
2j0dmi8q-wcuy,27,54792,Alugado,4,Educação,C,5000,13.48,0,0.09,5,N
p0jajds9-mtz2,24,67992,Hipotecada,8,"Pegamento de dívidas",B,12000,10.75,0,0.18,2,N
xtxsxcvb-jxcc,37,66150,Própria,11,Pessoal,C,17000,12.73,0,0.26,17,N
pznkwrew-pdek,24,10800,Alugado,8,Empreendimento,A,5000,7.88,1,0.46,2,N
evyjvnit-hncp,23,78000,Hipotecada,4,Pessoal,B,15250,NULL,1,0.2,2,N
xxyygfdt-iem5,22,29950,Alugado,0,"Reforma residencial",D,10750,14.11,1,0.36,3,N
uhap80hq-s75n,21,15000,Própria,0,"Reforma residencial",C,3175,11.54,1,0.21,3,S
ur27cxai-tw5z,22,75000,Alugado,4,Educação,A,3000,8.9,0,0.04,2,N
jcbmito3-cglk,23,52000,Alugado,8,"Pegamento de dívidas",A,6600,7.49,0,0.13,3,N
uddk4hm2-mq0g,26,45760,Alugado,8,"Pegamento de dívidas",C,11500,11.78,0,0.25,4,N
jd1zea4c-yu4n,25,47412,Hipotecada,0,Educação,A,6500,8.59,0,0.14,3,N
6h9uqfyc-4ezh,34,90000,Hipotecada,3,Médico,C,7500,15.23,0,0.08,8,S
83hancyg-h6pl,25,67000,Hipotecada,0,Educação,A,7000,8.63,0,0.1,3,N
5skaesfn-xwlu,26,59000,Alugado,7,Médico,D,6000,16.49,1,0.1,2,N
qwn8n3mn-jzpi,27,24000,Própria,1,Pessoal,A,6000,8.9,0,0.25,10,N
obqqk1hc-4kka,34,138000,Hipotecada,18,"Reforma residencial",E,2400,19.91,1,0.02,7,S
mnxwiczf-orp4,38,175000,Hipotecada,10,Educação,B,21000,9.99,0,0.12,14,N
lj4x3kmp-6x0h,25,43000,Alugado,9,Médico,A,1200,8.49,0,0.03,2,N
ufwtkcxi-aado,31,65000,Hipotecada,15,"Reforma residencial",A,5000,6.03,0,0.08,9,N
2fkbdgkr-udoe,24,65000,Alugado,3,Médico,A,6000,NULL,0,0.09,2,N
69tekknf-oen0,29,80000,Alugado,3,Educação,D,10000,17.27,0,0.13,8,N
3uw2nyq7-jryh,30,33600,Alugado,5,Empreendimento,A,6000,6.91,0,0.18,7,N
wmdqmjct-22ek,25,55000,NULL,9,"Reforma residencial",A,19200,NULL,0,0.46,4,N
xnpyb5nm-phez,36,36000,Hipotecada,0,Empreendimento,A,12000,9.63,0,0.33,15,N
lwcfchaz-qhmm,42,100000,Alugado,3,Empreendimento,D,10000,13.55,0,0.1,13,S
apff7b0b-pwfb,30,57000,Alugado,1,Médico,C,2500,NULL,0,0.04,9,N
yl1ws38x-zdj8,24,41160,Alugado,2,Médico,A,4000,NULL,0,0.1,4,N
wlv68dpq-zjrj,38,95000,Própria,6,"Reforma residencial",E,14000,17.74,0,0.15,17,S
mzjbdzlx-kxu4,23,70000,Alugado,8,Empreendimento,A,6725,6.62,0,0.1,2,N
ihdi2hyw-z0gk,24,141000,Hipotecada,2,Educação,B,12000,12.53,0,0.09,4,N
oix6bkfz-1gzi,24,70000,Alugado,8,Empreendimento,E,10000,16.45,0,0.14,2,N
7rrlfqmh-qtet,23,46585,Alugado,3,Médico,C,10000,13.57,0,0.21,4,S
jmax8qtt-hbpy,27,59000,Hipotecada,11,Médico,A,4000,5.79,0,0.07,6,N
f5azcyum-g0me,27,44004,Hipotecada,2,Médico,A,10000,6.92,0,0.23,6,N
ehryyffp-phyg,27,53004,Hipotecada,10,Educação,B,5600,11.86,0,0.11,6,N
wnjqx5s6-5ewp,25,225000,Alugado,5,Empreendimento,B,25000,11.86,0,0.11,4,N
u8avpix0-yqxm,32,65000,Alugado,3,Pessoal,A,3625,6.03,0,0.06,8,N
pt3bjn4i-4h5x,34,39000,Própria,5,"Reforma residencial",B,12000,11.99,0,0.31,6,N
z7dsgdk4-oxep,40,77000,Hipotecada,9,Educação,B,12000,NULL,0,0.16,12,N
pn8x0wvt-ef3l,23,110000,Hipotecada,8,Empreendimento,C,7500,13.72,0,0.07,4,N
d0ntyyoe-ka6k,22,28500,Alugado,2,"Reforma residencial",D,6250,14.84,1,0.22,4,N
isulyxm5-o3zl,43,60000,Hipotecada,3,Empreendimento,B,18000,10.99,0,0.3,11,N
n9dlblij-h5cs,37,32400,Própria,0,"Reforma residencial",D,8000,15.99,0,0.25,11,N
rllclisk-h9xm,27,62500,Hipotecada,2,"Pegamento de dívidas",A,12000,7.66,0,0.19,8,N
oi0ek1bk-melc,22,58992,Alugado,0,Médico,C,3000,12.84,1,0.05,3,S
s1ambzew-qm54,22,40000,Hipotecada,6,Empreendimento,B,4500,11.71,0,0.11,3,N
fdwmqwbp-objx,47,47000,Hipotecada,9,Pessoal,A,7500,6.62,0,0.16,12,N
5ewijdj2-kbew,43,49578,Hipotecada,11,Pessoal,C,16000,13.49,0,0.32,13,S
bzzpyqem-kipb,22,4800,Alugado,1,Pessoal,D,1800,14.84,1,0.38,2,S
zmi6aabb-kdok,26,74000,Hipotecada,5,"Pegamento de dívidas",A,10000,6.62,0,0.14,2,N
i0lenbgi-azcj,34,55000,Hipotecada,3,Empreendimento,A,12800,5.42,0,0.23,9,N
cdoje5iu-vnvf,31,39000,Hipotecada,5,Educação,B,22000,11.36,1,0.56,5,N
ifug4l1c-bxvb,33,60000,Hipotecada,17,Médico,A,7000,5.42,0,0.12,8,N
xhlocyng-1hpu,27,47000,Hipotecada,11,Educação,A,2650,7.49,0,0.06,9,N
5hh0yk9g-msd4,30,65000,Hipotecada,3,Pessoal,A,12000,7.66,0,0.18,7,N
9fdgg2cx-iews,50,85000,Alugado,1,"Reforma residencial",C,17500,13.49,0,0.21,17,N
7uh1jnnr-infq,26,134400,Hipotecada,3,Médico,C,10000,12.68,0,0.07,3,N
ryhqenok-o7to,26,42000,Alugado,4,"Pegamento de dívidas",B,2250,10.38,0,0.05,4,N
pkevwcmv-btnz,24,135000,Hipotecada,8,Médico,A,17000,6.17,0,0.13,4,N
cf8reba3-tz8m,22,36000,Alugado,1,"Pegamento de dívidas",C,6000,12.68,0,0.17,4,N
t0bm47c3-luyl,30,38168,Alugado,5,Pessoal,B,7500,9.76,0,0.2,6,N
1ba1rplt-pb9t,40,21600,Alugado,2,"Reforma residencial",D,3000,14.09,1,0.14,13,S
9thywsly-8nmz,22,90000,Hipotecada,6,Empreendimento,B,3500,9.25,0,0.04,2,N
jrrrffyf-ry4c,37,78000,Hipotecada,5,"Pegamento de dívidas",B,12000,9.83,0,0.15,11,N
ejyn7pbv-a8sk,25,101424,Alugado,NULL,NULL,A,2500,12.98,0,0.1,4,N
ogabmqqy-6qow,27,90000,Hipotecada,4,"Reforma residencial",B,20000,12.42,0,0.22,10,N
edsxruda-dosf,26,45000,Alugado,1,Empreendimento,A,7000,7.51,0,0.16,3,N
jfbs4ohc-kydg,25,100000,Hipotecada,9,"Reforma residencial",B,17600,10.59,0,0.18,2,N
dyk2ynzu-xm59,40,132000,Hipotecada,7,"Reforma residencial",A,3500,13.11,NULL,NULL,13,N
ks7zxi5b-uxtp,28,109200,Hipotecada,12,Pessoal,B,8000,11.12,0,0.07,6,N
h1qlgfkr-di57,27,82500,Alugado,0,"Pegamento de dívidas",C,7200,14.22,0,0.09,9,S
mxjg4gqq-x83d,34,30000,Alugado,2,Pessoal,A,12000,NULL,1,0.4,6,N
kmwui6ai-tmqy,24,40000,Alugado,2,Empreendimento,C,9600,14.65,0,0.24,4,N
pedtaugc-mqvg,35,36000,Alugado,4,Médico,E,9000,18.39,1,0.25,6,S
4jz0fo4s-xhci,26,30000,Alugado,9,Empreendimento,B,2000,11.49,0,0.07,3,N
ss6nz5jc-ch2w,NULL,30000,Hipotecada,3,"Reforma residencial",B,12000,15.27,NULL,0.22,6,N
1cmyyest-ubae,45,50400,Alugado,2,"Reforma residencial",C,12000,12.87,0,0.24,13,S
gvgmci1r-v4do,29,43738,Alugado,1,Médico,A,14000,7.88,1,0.32,6,N
brsdzuj0-qy45,22,24000,Alugado,2,"Reforma residencial",B,6000,12.18,1,0.25,3,N
68pjrbfb-03sp,22,23000,Alugado,4,Médico,A,3000,5.79,0,0.13,2,N
qc9ocppf-ntiz,29,100000,Alugado,1,Médico,B,15000,9.88,0,0.15,9,N
k6wgyuho-0gvp,36,47000,Hipotecada,0,Educação,A,5500,7.14,0,0.12,16,N
bqccdyqu-pztt,38,105000,Hipotecada,22,Empreendimento,A,12350,6.62,0,0.12,11,N
owoxodwv-quk0,24,88128,Hipotecada,0,Educação,B,1950,9.99,1,0.02,2,N
nvtlxtjo-btfc,33,170004,Hipotecada,17,Pessoal,A,12000,7.51,0,0.07,9,N
hw8shjwb-pfss,25,72000,Alugado,8,Pessoal,B,11200,10.36,0,0.16,2,N
dqqtefot-miys,22,28000,Alugado,7,Empreendimento,B,7900,9.99,0,0.28,2,N
6ny5pypm-stkm,27,50000,Própria,8,Educação,D,4500,14.61,0,0.09,6,N
tguz1l9l-kvb1,26,135660,Alugado,10,"Pegamento de dívidas",B,25000,12.53,0,0.18,4,N
npooxgdy-4uxt,40,74004,Hipotecada,12,Educação,A,7125,6.62,0,0.1,14,N
krmmias0-qfp4,24,13000,Alugado,4,Pessoal,B,4000,9.88,1,0.31,2,N
wcl0jojy-szfc,35,43000,Hipotecada,7,"Pegamento de dívidas",D,13200,16.77,1,0.31,9,S
vcswz0uk-weoz,26,79200,Hipotecada,8,Médico,A,6075,6.03,0,0.08,2,N
e7uxcpq4-9uvh,32,90000,Hipotecada,8,"Reforma residencial",B,25000,11.58,0,0.28,6,N
qnqzmeud-f7nk,24,54731,Alugado,2,"Pegamento de dívidas",B,3200,11.83,0,0.06,2,N
uwdrtuxd-b5nt,28,125000,Alugado,1,"Pegamento de dívidas",C,4000,13.35,0,0.03,5,S
iqwyh5ij-oahz,22,40000,Alugado,2,Educação,B,6200,12.69,0,0.15,3,N
17yevz5v-imgn,25,100000,Hipotecada,9,Médico,C,15000,12.73,0,0.15,4,S
fj1nkr61-a4kt,24,47000,Hipotecada,0,Médico,A,9000,8.94,0,0.19,3,N
ugc8ooay-laxn,25,96000,Hipotecada,6,Educação,B,20000,NULL,0,0.21,2,N
wwpyukhj-iniq,22,71000,Hipotecada,6,Pessoal,A,3200,7.4,0,0.05,2,N
vyiuze8c-67yz,21,45000,Alugado,0,Educação,C,12000,11.97,0,0.27,3,N
oi0wcrui-xdef,25,28800,Alugado,2,Médico,A,1600,6.62,0,0.06,2,N
0pycfomf-yhjb,25,65004,Alugado,10,Médico,B,2500,10.08,0,0.04,2,N
njhlt9h6-tq2h,28,107364,Hipotecada,12,"Pegamento de dívidas",A,8000,6.76,0,0.07,9,N
l7tlibfa-hgkh,34,67392,Hipotecada,0,Pessoal,C,15000,13.85,1,0.22,5,S
bp5obt5e-kmmo,22,72100,Hipotecada,2,Educação,A,13000,NULL,0,0.18,3,N
3dgs6wst-etbz,24,84000,Hipotecada,9,Empreendimento,B,25000,11.26,0,0.3,4,N
tgxlopob-qtpk,23,42000,Alugado,1,Empreendimento,B,7325,12.69,0,0.17,3,N
jj2wgouh-ohfk,26,39000,Alugado,11,Educação,C,3000,NULL,1,0.08,2,S
1l2crwpk-41mi,23,51996,Alugado,7,Pessoal,C,4000,13.98,0,0.08,2,S
y7ocspii-hnym,24,62500,Hipotecada,2,Educação,A,6000,5.79,0,0.1,3,N
fyeoydvu-msqc,22,50000,Alugado,6,"Pegamento de dívidas",B,7200,NULL,0,0.14,4,N
qczfuycc-5lji,26,75000,Alugado,0,"Pegamento de dívidas",A,7000,8.9,0,0.09,4,N
vweeusyz-hutg,32,40000,Alugado,1,"Pegamento de dívidas",C,9600,13.48,0,0.24,5,S
xqjwzl3r-8qgu,22,44000,Alugado,2,Educação,E,20000,15.68,1,0.45,4,N
iio4kzu4-ztjo,32,40000,Alugado,2,Pessoal,B,4000,9.99,0,0.1,8,N
ktepdyxd-ygon,24,33500,Alugado,5,"Reforma residencial",C,2000,13.8,1,0.06,2,N
n5atsggm-limx,31,94000,Hipotecada,15,Pessoal,A,3000,5.42,0,0.03,10,N
iedobaei-fpyn,26,100000,Alugado,5,Pessoal,C,24000,12.73,0,0.24,4,N
ruzwhrjh-hyym,49,88000,Alugado,11,Empreendimento,A,12000,6.62,0,0.14,17,N
ue6czbjz-mhoc,21,43000,Alugado,5,Empreendimento,D,8500,15.58,0,0.2,2,N
zurdipas-vprz,22,61000,Hipotecada,6,"Pegamento de dívidas",A,12000,7.29,0,0.2,3,N
p3ocrcbk-pexi,29,50000,Hipotecada,11,"Reforma residencial",C,4000,10.78,0,0.08,5,N
maiixwpo-hmaj,31,37200,Alugado,4,"Pegamento de dívidas",A,9000,7.51,0,0.24,6,N
jzam4zdr-qzzt,32,29000,Alugado,16,"Pegamento de dívidas",D,9450,16.29,1,0.33,8,N
utdxdtqg-fhgi,23,30000,Hipotecada,5,Médico,A,1000,7.4,0,0.03,2,N
bnuofc1e-r0gh,21,53000,Alugado,4,"Pegamento de dívidas",B,10000,10.62,0,0.19,3,N
yfhcsi9s-qdoc,25,85296,Alugado,7,"Pegamento de dívidas",C,6500,12.98,0,0.08,4,S
khqsuejm-eutz,24,23500,Hipotecada,2,"Pegamento de dívidas",B,7000,10.38,0,0.3,3,N
d6i1lyqc-eugq,22,130000,Hipotecada,6,Pessoal,C,3000,13.49,0,0.02,2,N
gaioj3oa-nopm,25,50000,Hipotecada,5,Educação,B,12000,NULL,0,0.24,2,N
c78mxlyb-j2xh,22,80000,Alugado,5,"Pegamento de dívidas",B,3600,12.69,0,0.04,3,N
jsslhgbs-evzm,41,88000,Hipotecada,5,"Reforma residencial",A,4000,7.14,0,0.05,17,N
jlhgzmam-4djr,35,52000,Alugado,2,Médico,B,3000,11.48,0,0.06,6,N
j3ncolde-poee,27,86625,Hipotecada,3,"Reforma residencial",A,14825,NULL,0,0.17,9,N
nchjdy1v-kl5c,23,NULL,Alugado,2,"Pegamento de dívidas",A,3000,NULL,1,0.16,3,NULL
d4je1nf4-cnh9,25,74678,Hipotecada,9,"Pegamento de dívidas",B,4000,10.62,0,0.05,2,N
rtkxky88-udzv,22,75000,Hipotecada,4,Médico,A,9000,6.99,0,0.12,2,N
suu7ki8p-ourx,24,45000,Alugado,3,Pessoal,A,7800,7.51,0,0.17,3,N
ruwzy6ut-gegx,28,145000,Hipotecada,9,Empreendimento,B,25000,NULL,0,0.17,9,N
zuwgrb10-wgpm,29,100000,Hipotecada,2,"Reforma residencial",D,20000,14.61,0,0.2,10,S
o7ntggty-znr2,28,65000,Alugado,9,Pessoal,A,10400,5.42,0,0.16,8,N
u8ae2wd0-gtuo,46,87000,Hipotecada,1,Pessoal,C,20000,12.41,0,0.23,17,N
6thwb354-r7nf,24,80000,Hipotecada,7,Empreendimento,A,12000,6.62,0,0.15,2,N
u0ekatkm-srb6,27,75000,Própria,0,"Reforma residencial",A,7500,8.38,0,0.1,6,N
flkwbmtk-63mu,21,30000,Própria,5,Médico,A,9000,5.99,0,0.3,4,N
h7txenil-rjeu,22,30000,Hipotecada,2,Médico,B,6000,11.99,0,0.2,3,N
hqpun5eg-gyor,26,83000,Hipotecada,11,"Pegamento de dívidas",B,2450,NULL,NULL,0.04,2,N
fd1qt7pu-8d0b,42,80000,Hipotecada,8,Pessoal,B,5000,11.99,0,0.06,17,N
lfmh8lnj-nfu5,36,40800,Hipotecada,7,"Reforma residencial",D,7200,16.32,0,0.18,11,S
sfq4hykm-gyou,22,80750,Hipotecada,1,Médico,D,24000,15.99,1,0.25,4,N
fjmm04rb-xexi,41,150000,Alugado,13,Pessoal,F,20000,19.47,0,0.13,15,N
vx4oecog-dcff,26,75000,Hipotecada,6,Educação,A,5000,7.66,0,0.07,2,N
2riblh3e-x7tq,35,35300,Alugado,0,Educação,C,7500,12.29,0,0.21,7,S
i9itbdlx-dcrr,29,28080,Alugado,1,Médico,B,2500,10.99,0,0.09,8,N
pspr0780-2tkq,26,56000,Hipotecada,0,"Reforma residencial",B,8000,11.14,0,0.14,4,N
xymhgl5c-qnuf,30,60000,Alugado,14,Médico,C,18500,12.99,1,0.31,5,N
xxkszhxq-1qyp,24,47000,Alugado,8,Empreendimento,A,7000,6.62,0,0.15,3,N
s9bcgnfr-vnf6,22,24000,Hipotecada,1,Empreendimento,C,5000,14.65,1,0.21,4,N
hcdrmov9-uznk,23,39000,Alugado,1,Educação,B,15000,12.21,1,0.38,4,N
uwxhjb31-chnh,27,29120,Própria,0,Empreendimento,A,4000,NULL,0,0.14,7,N
5vswjwjf-p400,25,39996,Hipotecada,7,Empreendimento,B,3200,NULL,0,0.08,4,N
gjnnkxks-h60k,22,26000,Alugado,2,Médico,A,3900,7.51,0,0.15,3,N
aie5jig8-8rnf,22,47540,Hipotecada,4,Médico,B,12250,10.62,0,0.26,2,N
x49ywn6r-djix,30,75600,Alugado,0,Pessoal,B,25000,9.99,1,0.33,8,N
rfwcwz7t-axj5,29,240000,Hipotecada,10,Educação,A,3025,NULL,0,0.03,5,NULL
swhrxh6p-22x6,26,70000,Alugado,0,"Pegamento de dívidas",A,11600,6.99,0,0.17,3,N
ustb0p34-tify,24,95000,Própria,8,Pessoal,C,4800,13.43,0,0.05,3,N
mzsefq9m-loys,22,29000,Hipotecada,5,"Pegamento de dívidas",B,9000,NULL,1,0.31,4,N
yqxapibr-pcur,26,75000,Hipotecada,6,Médico,A,13000,6.99,0,0.17,2,N
1ndlcq3h-65j9,23,42000,Alugado,0,Médico,B,10000,NULL,0,0.24,4,N
